Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
15/12/2019,Bologna,Atalanta,2,1,H
15/12/2019,Juventus,Udinese,3,1,H
15/12/2019,Milan,Sassuolo,0,0,D
15/12/2019,Roma,Spal,3,1,H
15/12/2019,Fiorentina,Inter,1,1,D
16/12/2019,Cagliari,Lazio,1,2,A
18/12/2019,Sampdoria,Juventus,1,2,A
18/12/2019,Brescia,Sassuolo,0,2,A
20/12/2019,Fiorentina,Roma,1,4,A
21/12/2019,Udinese,Cagliari,2,1,H
21/12/2019,Inter,Genoa,4,0,H
21/12/2019,Torino,Spal,1,2,A
22/12/2019,Atalanta,Milan,5,0,H
22/12/2019,Lecce,Bologna,2,3,A
22/12/2019,Parma,Brescia,1,1,D
22/12/2019,Sassuolo,Napoli,1,2,A
05/01/2020,Brescia,Lazio,1,2,A
05/01/2020,Spal,Verona,0,2,A
05/01/2020,Genoa,Sassuolo,2,1,H
05/01/2020,Roma,Torino,0,2,A
06/01/2020,Bologna,Fiorentina,1,1,D
06/01/2020,Atalanta,Parma,5,0,H
06/01/2020,Juventus,Cagliari,4,0,H
06/01/2020,Milan,Sampdoria,0,0,D
06/01/2020,Lecce,Udinese,0,1,A
06/01/2020,Napoli,Inter,1,3,A
11/01/2020,Cagliari,Milan,0,2,A
11/01/2020,Lazio,Napoli,1,0,H
11/01/2020,Inter,Atalanta,1,1,D
12/01/2020,Udinese,Sassuolo,3,0,H
12/01/2020,Fiorentina,Spal,1,0,H
12/01/2020,Sampdoria,Brescia,5,1,H
12/01/2020,Torino,Bologna,1,0,H
12/01/2020,Verona,Genoa,2,1,H
12/01/2020,Roma,Juventus,1,2,A
13/01/2020,Parma,Lecce,2,0,H
18/01/2020,Lazio,Sampdoria,5,1,H
18/01/2020,Sassuolo,Torino,2,1,H
18/01/2020,Napoli,Fiorentina,0,2,A
19/01/2020,Milan,Udinese,3,2,H
19/01/2020,Bologna,Verona,1,1,D
19/01/2020,Brescia,Cagliari,2,2,D
19/01/2020,Lecce,Inter,1,1,D
19/01/2020,Genoa,Roma,1,3,A
19/01/2020,Juventus,Parma,2,1,H
20/01/2020,Atalanta,Spal,1,2,A
24/01/2020,Brescia,Milan,0,1,A
25/01/2020,Spal,Bologna,1,3,A
25/01/2020,Fiorentina,Genoa,0,0,D
25/01/2020,Torino,Atalanta,0,7,A
26/01/2020,Inter,Cagliari,1,1,D
26/01/2020,Parma,Udinese,2,0,H
26/01/2020,Sampdoria,Sassuolo,0,0,D
26/01/2020,Verona,Lecce,3,0,H
26/01/2020,Roma,Lazio,1,1,D
26/01/2020,Napoli,Juventus,2,1,H
01/02/2020,Bologna,Brescia,2,1,H
01/02/2020,Cagliari,Parma,2,2,D
01/02/2020,Sassuolo,Roma,4,2,H
02/02/2020,Juventus,Fiorentina,3,0,H
02/02/2020,Atalanta,Genoa,2,2,D
02/02/2020,Lazio,Spal,5,1,H
02/02/2020,Milan,Verona,1,1,D
02/02/2020,Lecce,Torino,4,0,H
02/02/2020,Udinese,Inter,0,2,A
03/02/2020,Sampdoria,Napoli,2,4,A
05/02/2020,Lazio,Verona,0,0,D
07/02/2020,Roma,Bologna,2,3,A
08/02/2020,Fiorentina,Atalanta,1,2,A
08/02/2020,Torino,Sampdoria,1,3,A
08/02/2020,Verona,Juventus,2,1,H
09/02/2020,Spal,Sassuolo,1,2,A
09/02/2020,Brescia,Udinese,1,1,D
09/02/2020,Genoa,Cagliari,1,0,H
09/02/2020,Napoli,Lecce,2,3,A
09/02/2020,Parma,Lazio,0,1,A
09/02/2020,Inter,Milan,4,2,H
15/02/2020,Lecce,Spal,2,1,H
15/02/2020,Bologna,Genoa,0,3,A
15/02/2020,Atalanta,Roma,2,1,H
16/02/2020,Udinese,Verona,0,0,D
16/02/2020,Juventus,Brescia,2,0,H
16/02/2020,Sampdoria,Fiorentina,1,5,A
16/02/2020,Sassuolo,Parma,0,1,A
16/02/2020,Cagliari,Napoli,0,1,A
16/02/2020,Lazio,Inter,2,1,H
17/02/2020,Milan,Torino,1,0,H
21/02/2020,Brescia,Napoli,1,2,A
22/02/2020,Bologna,Udinese,1,1,D
22/02/2020,Spal,Juventus,1,2,A
22/02/2020,Fiorentina,Milan,1,1,D
23/02/2020,Genoa,Lazio,2,3,A
23/02/2020,Roma,Lecce,4,0,H
29/02/2020,Lazio,Bologna,2,0,H
29/02/2020,Napoli,Torino,2,1,H
01/03/2020,Lecce,Atalanta,2,7,A
01/03/2020,Cagliari,Roma,3,4,A
08/03/2020,Parma,Spal,0,1,A
08/03/2020,Milan,Genoa,1,2,A
08/03/2020,Sampdoria,Verona,2,1,H
08/03/2020,Udinese,Fiorentina,0,0,D
08/03/2020,Juventus,Inter,2,0,H
09/03/2020,Sassuolo,Brescia,3,0,H
20/06/2020,Torino,Parma,1,1,D
20/06/2020,Verona,Cagliari,2,1,H
21/06/2020,Atalanta,Sassuolo,4,1,H
21/06/2020,Inter,Sampdoria,2,1,H
22/06/2020,Fiorentina,Brescia,1,1,D
22/06/2020,Lecce,Milan,1,4,A
22/06/2020,Bologna,Juventus,0,2,A
23/06/2020,Spal,Cagliari,0,1,A
23/06/2020,Verona,Napoli,0,2,A
23/06/2020,Genoa,Parma,1,4,A
23/06/2020,Torino,Udinese,1,0,H
24/06/2020,Inter,Sassuolo,3,3,D
24/06/2020,Atalanta,Lazio,3,2,H
24/06/2020,Roma,Sampdoria,2,1,H
26/06/2020,Juventus,Lecce,4,0,H
27/06/2020,Brescia,Genoa,2,2,D
27/06/2020,Cagliari,Torino,4,2,H
27/06/2020,Lazio,Fiorentina,2,1,H
28/06/2020,Milan,Roma,2,0,H
28/06/2020,Napoli,Spal,3,1,H
28/06/2020,Sampdoria,Bologna,1,2,A
28/06/2020,Sassuolo,Verona,3,3,D
28/06/2020,Udinese,Atalanta,2,3,A
28/06/2020,Parma,Inter,1,2,A
30/06/2020,Torino,Lazio,1,2,A
30/06/2020,Genoa,Juventus,1,3,A
01/07/2020,Bologna,Cagliari,1,1,D
01/07/2020,Inter,Brescia,6,0,H
01/07/2020,Fiorentina,Sassuolo,1,3,A
01/07/2020,Lecce,Sampdoria,1,2,A
01/07/2020,Spal,Milan,2,2,D
01/07/2020,Verona,Parma,3,2,H
02/07/2020,Atalanta,Napoli,2,0,H
02/07/2020,Roma,Udinese,0,2,A
04/07/2020,Juventus,Torino,4,1,H
04/07/2020,Sassuolo,Lecce,4,2,H
04/07/2020,Lazio,Milan,0,3,A
05/07/2020,Inter,Bologna,1,2,A
05/07/2020,Brescia,Verona,2,0,H
05/07/2020,Cagliari,Atalanta,0,1,A
05/07/2020,Parma,Fiorentina,1,2,A
05/07/2020,Sampdoria,Spal,3,0,H
05/07/2020,Udinese,Genoa,2,2,D
05/07/2020,Napoli,Roma,2,1,H
07/07/2020,Lecce,Lazio,2,1,H
07/07/2020,Milan,Juventus,4,2,H
08/07/2020,Fiorentina,Cagliari,0,0,D
08/07/2020,Genoa,Napoli,1,2,A
08/07/2020,Atalanta,Sampdoria,2,0,H
08/07/2020,Bologna,Sassuolo,1,2,A
08/07/2020,Roma,Parma,2,1,H
08/07/2020,Torino,Brescia,3,1,H
09/07/2020,Spal,Udinese,0,3,A
09/07/2020,Verona,Inter,2,2,D
11/07/2020,Lazio,Sassuolo,1,2,A
11/07/2020,Brescia,Roma,0,3,A
11/07/2020,Juventus,Atalanta,2,2,D
12/07/2020,Genoa,Spal,2,0,H
12/07/2020,Cagliari,Lecce,0,0,D
12/07/2020,Fiorentina,Verona,1,1,D
12/07/2020,Parma,Bologna,2,2,D
12/07/2020,Udinese,Sampdoria,1,3,A
12/07/2020,Napoli,Milan,2,2,D
13/07/2020,Inter,Torino,3,1,H
14/07/2020,Atalanta,Brescia,6,2,H
15/07/2020,Bologna,Napoli,1,1,D
15/07/2020,Milan,Parma,3,1,H
15/07/2020,Sampdoria,Cagliari,3,0,H
15/07/2020,Lecce,Fiorentina,1,3,A
15/07/2020,Roma,Verona,2,1,H
15/07/2020,Sassuolo,Juventus,3,3,D
15/07/2020,Udinese,Lazio,0,0,D
16/07/2020,Torino,Genoa,3,0,H
16/07/2020,Spal,Inter,0,4,A
18/07/2020,Verona,Atalanta,1,1,D
18/07/2020,Cagliari,Sassuolo,1,1,D
18/07/2020,Milan,Bologna,5,1,H
19/07/2020,Parma,Sampdoria,2,3,A
19/07/2020,Brescia,Spal,2,1,H
19/07/2020,Fiorentina,Torino,2,0,H
19/07/2020,Genoa,Lecce,2,1,H
19/07/2020,Napoli,Udinese,2,1,H
19/07/2020,Roma,Inter,2,2,D
20/07/2020,Juventus,Lazio,2,1,H
21/07/2020,Atalanta,Bologna,1,0,H
21/07/2020,Sassuolo,Milan,1,2,A
22/07/2020,Parma,Napoli,2,1,H
22/07/2020,Inter,Fiorentina,0,0,D
22/07/2020,Lecce,Brescia,3,1,H
22/07/2020,Sampdoria,Genoa,1,2,A
22/07/2020,Spal,Roma,1,6,A
22/07/2020,Torino,Verona,1,1,D
23/07/2020,Udinese,Juventus,2,1,H
23/07/2020,Lazio,Cagliari,2,1,H
24/07/2020,Milan,Atalanta,1,1,D
25/07/2020,Brescia,Parma,1,2,A
25/07/2020,Genoa,Inter,0,3,A
25/07/2020,Napoli,Sassuolo,2,0,H
26/07/2020,Bologna,Lecce,3,2,H
26/07/2020,Cagliari,Udinese,0,1,A
26/07/2020,Roma,Fiorentina,2,1,H
26/07/2020,Spal,Torino,1,1,D
26/07/2020,Verona,Lazio,1,5,A
26/07/2020,Juventus,Sampdoria,2,0,H
28/07/2020,Parma,Atalanta,1,2,A
28/07/2020,Inter,Napoli,2,0,H
29/07/2020,Lazio,Brescia,2,0,H
29/07/2020,Sampdoria,Milan,1,4,A
29/07/2020,Sassuolo,Genoa,5,0,H
29/07/2020,Udinese,Lecce,1,2,A
29/07/2020,Verona,Spal,3,0,H
29/07/2020,Cagliari,Juventus,2,0,H
29/07/2020,Fiorentina,Bologna,4,0,H
29/07/2020,Torino,Roma,2,3,A
01/08/2020,Brescia,Sampdoria,1,1,D
01/08/2020,Atalanta,Inter,0,2,A
01/08/2020,Juventus,Roma,1,3,A
01/08/2020,Milan,Cagliari,3,0,H
01/08/2020,Napoli,Lazio,3,1,H
02/08/2020,Spal,Fiorentina,1,3,A
02/08/2020,Bologna,Torino,1,1,D
02/08/2020,Genoa,Verona,3,0,H
02/08/2020,Lecce,Parma,3,4,A
02/08/2020,Sassuolo,Udinese,0,1,A
19/09/2020,Fiorentina,Torino,1,0,H
19/09/2020,Verona,Roma,0,0,D
20/09/2020,Parma,Napoli,0,2,A
20/09/2020,Genoa,Crotone,4,1,H
20/09/2020,Sassuolo,Cagliari,1,1,D
20/09/2020,Juventus,Sampdoria,3,0,H
21/09/2020,Milan,Bologna,2,0,H
26/09/2020,Torino,Atalanta,2,4,A
26/09/2020,Cagliari,Lazio,0,2,A
26/09/2020,Sampdoria,Benevento,2,3,A
26/09/2020,Inter,Fiorentina,4,3,H
27/09/2020,Spezia,Sassuolo,1,4,A
27/09/2020,Napoli,Genoa,6,0,H
27/09/2020,Verona,Udinese,1,0,H
27/09/2020,Crotone,Milan,0,2,A
27/09/2020,Roma,Juventus,2,2,D
28/09/2020,Bologna,Parma,4,1,H
30/09/2020,Benevento,Inter,2,5,A
30/09/2020,Udinese,Spezia,0,2,A
30/09/2020,Lazio,Atalanta,1,4,A
02/10/2020,Fiorentina,Sampdoria,1,2,A
03/10/2020,Sassuolo,Crotone,4,1,H
03/10/2020,Udinese,Roma,0,1,A
04/10/2020,Atalanta,Cagliari,5,2,H
04/10/2020,Benevento,Bologna,1,0,H
04/10/2020,Lazio,Inter,1,1,D
04/10/2020,Parma,Verona,1,0,H
04/10/2020,Milan,Spezia,3,0,H
17/10/2020,Napoli,Atalanta,4,1,H
17/10/2020,Inter,Milan,1,2,A
17/10/2020,Sampdoria,Lazio,3,0,H
17/10/2020,Crotone,Juventus,1,1,D
18/10/2020,Bologna,Sassuolo,3,4,A
18/10/2020,Spezia,Fiorentina,2,2,D
18/10/2020,Torino,Cagliari,2,3,A
18/10/2020,Udinese,Parma,3,2,H
18/10/2020,Roma,Benevento,5,2,H
19/10/2020,Verona,Genoa,0,0,D
23/10/2020,Sassuolo,Torino,3,3,D
24/10/2020,Atalanta,Sampdoria,1,3,A
24/10/2020,Genoa,Inter,0,2,A
24/10/2020,Lazio,Bologna,2,1,H
25/10/2020,Cagliari,Crotone,4,2,H
25/10/2020,Benevento,Napoli,1,2,A
25/10/2020,Parma,Spezia,2,2,D
25/10/2020,Fiorentina,Udinese,3,2,H
25/10/2020,Juventus,Verona,1,1,D
26/10/2020,Milan,Roma,3,3,D
31/10/2020,Crotone,Atalanta,1,2,A
31/10/2020,Inter,Parma,2,2,D
31/10/2020,Bologna,Cagliari,3,2,H
01/11/2020,Udinese,Milan,1,2,A
01/11/2020,Spezia,Juventus,1,4,A
01/11/2020,Torino,Lazio,3,4,A
01/11/2020,Napoli,Sassuolo,0,2,A
01/11/2020,Roma,Fiorentina,2,0,H
01/11/2020,Sampdoria,Genoa,1,1,D
02/11/2020,Verona,Benevento,3,1,H
04/11/2020,Genoa,Torino,1,2,A
06/11/2020,Sassuolo,Udinese,0,0,D
07/11/2020,Cagliari,Sampdoria,2,0,H
07/11/2020,Benevento,Spezia,0,3,A
07/11/2020,Parma,Fiorentina,0,0,D
08/11/2020,Lazio,Juventus,1,1,D
08/11/2020,Atalanta,Inter,1,1,D
08/11/2020,Genoa,Roma,1,3,A
08/11/2020,Torino,Crotone,0,0,D
08/11/2020,Bologna,Napoli,0,1,A
08/11/2020,Milan,Verona,2,2,D
21/11/2020,Crotone,Lazio,0,2,A
21/11/2020,Spezia,Atalanta,0,0,D
21/11/2020,Juventus,Cagliari,2,0,H
22/11/2020,Fiorentina,Benevento,0,1,A
22/11/2020,Inter,Torino,4,2,H
22/11/2020,Roma,Parma,3,0,H
22/11/2020,Sampdoria,Bologna,1,2,A
22/11/2020,Verona,Sassuolo,0,2,A
22/11/2020,Udinese,Genoa,1,0,H
22/11/2020,Napoli,Milan,1,3,A
28/11/2020,Sassuolo,Inter,0,3,A
28/11/2020,Benevento,Juventus,1,1,D
28/11/2020,Atalanta,Verona,0,2,A
29/11/2020,Lazio,Udinese,1,3,A
29/11/2020,Bologna,Crotone,1,0,H
29/11/2020,Milan,Fiorentina,2,0,H
29/11/2020,Cagliari,Spezia,2,2,D
29/11/2020,Napoli,Roma,4,0,H
30/11/2020,Torino,Sampdoria,2,2,D
30/11/2020,Genoa,Parma,1,2,A
05/12/2020,Spezia,Lazio,1,2,A
05/12/2020,Juventus,Torino,2,1,H
05/12/2020,Inter,Bologna,3,1,H
06/12/2020,Verona,Cagliari,1,1,D
06/12/2020,Parma,Benevento,0,0,D
06/12/2020,Roma,Sassuolo,0,0,D
06/12/2020,Crotone,Napoli,0,4,A
06/12/2020,Sampdoria,Milan,1,2,A
07/12/2020,Fiorentina,Genoa,1,1,D
11/12/2020,Sassuolo,Benevento,1,0,H
12/12/2020,Crotone,Spezia,4,1,H
12/12/2020,Torino,Udinese,2,3,A
12/12/2020,Lazio,Verona,1,2,A
13/12/2020,Cagliari,Inter,1,3,A
13/12/2020,Atalanta,Fiorentina,3,0,H
13/12/2020,Bologna,Roma,1,5,A
13/12/2020,Napoli,Sampdoria,2,1,H
13/12/2020,Genoa,Juventus,1,3,A
13/12/2020,Milan,Parma,2,2,D
15/12/2020,Udinese,Crotone,0,0,D
15/12/2020,Benevento,Lazio,1,1,D
16/12/2020,Juventus,Atalanta,1,1,D
16/12/2020,Fiorentina,Sassuolo,1,1,D
16/12/2020,Genoa,Milan,2,2,D
16/12/2020,Inter,Napoli,1,0,H
16/12/2020,Parma,Cagliari,0,0,D
16/12/2020,Spezia,Bologna,2,2,D
16/12/2020,Verona,Sampdoria,1,2,A
17/12/2020,Roma,Torino,3,1,H
19/12/2020,Fiorentina,Verona,1,1,D
19/12/2020,Sampdoria,Crotone,3,1,H
19/12/2020,Parma,Juventus,0,4,A
20/12/2020,Torino,Bologna,1,1,D
20/12/2020,Benevento,Genoa,2,0,H
20/12/2020,Cagliari,Udinese,1,1,D
20/12/2020,Inter,Spezia,2,1,H
20/12/2020,Sassuolo,Milan,1,2,A
20/12/2020,Atalanta,Roma,4,1,H
20/12/2020,Lazio,Napoli,2,0,H
22/12/2020,Crotone,Parma,2,1,H
22/12/2020,Juventus,Fiorentina,0,3,A
23/12/2020,Verona,Inter,1,2,A
23/12/2020,Bologna,Atalanta,2,2,D
23/12/2020,Milan,Lazio,3,2,H
23/12/2020,Napoli,Torino,1,1,D
23/12/2020,Roma,Cagliari,3,2,H
23/12/2020,Sampdoria,Sassuolo,2,3,A
23/12/2020,Spezia,Genoa,1,2,A
23/12/2020,Udinese,Benevento,0,2,A
03/01/2021,Inter,Crotone,6,2,H
03/01/2021,Atalanta,Sassuolo,5,1,H
03/01/2021,Cagliari,Napoli,1,4,A
03/01/2021,Fiorentina,Bologna,0,0,D
03/01/2021,Genoa,Lazio,1,1,D
03/01/2021,Parma,Torino,0,3,A
03/01/2021,Roma,Sampdoria,1,0,H
03/01/2021,Spezia,Verona,0,1,A
03/01/2021,Benevento,Milan,0,2,A
03/01/2021,Juventus,Udinese,4,1,H
06/01/2021,Cagliari,Benevento,1,2,A
06/01/2021,Atalanta,Parma,3,0,H
06/01/2021,Bologna,Udinese,2,2,D
06/01/2021,Crotone,Roma,1,3,A
06/01/2021,Lazio,Fiorentina,2,1,H
06/01/2021,Sampdoria,Inter,2,1,H
06/01/2021,Sassuolo,Genoa,2,1,H
06/01/2021,Torino,Verona,1,1,D
06/01/2021,Napoli,Spezia,1,2,A
06/01/2021,Milan,Juventus,1,3,A
09/01/2021,Benevento,Atalanta,1,4,A
09/01/2021,Genoa,Bologna,2,0,H
09/01/2021,Milan,Torino,2,0,H
10/01/2021,Roma,Inter,2,2,D
10/01/2021,Parma,Lazio,0,2,A
10/01/2021,Udinese,Napoli,1,2,A
10/01/2021,Verona,Crotone,2,1,H
10/01/2021,Fiorentina,Cagliari,1,0,H
10/01/2021,Juventus,Sassuolo,3,1,H
11/01/2021,Spezia,Sampdoria,2,1,H
15/01/2021,Lazio,Roma,3,0,H
16/01/2021,Bologna,Verona,1,0,H
16/01/2021,Torino,Spezia,0,0,D
16/01/2021,Sampdoria,Udinese,2,1,H
17/01/2021,Napoli,Fiorentina,6,0,H
17/01/2021,Crotone,Benevento,4,1,H
17/01/2021,Sassuolo,Parma,1,1,D
17/01/2021,Atalanta,Genoa,0,0,D
17/01/2021,Inter,Juventus,2,0,H
18/01/2021,Cagliari,Milan,0,2,A
20/01/2021,Udinese,Atalanta,1,1,D
22/01/2021,Benevento,Torino,2,2,D
23/01/2021,Roma,Spezia,4,3,H
23/01/2021,Milan,Atalanta,0,3,A
23/01/2021,Udinese,Inter,0,0,D
23/01/2021,Fiorentina,Crotone,2,1,H
24/01/2021,Juventus,Bologna,2,0,H
24/01/2021,Genoa,Cagliari,1,0,H
24/01/2021,Verona,Napoli,3,1,H
24/01/2021,Lazio,Sassuolo,2,1,H
24/01/2021,Parma,Sampdoria,0,2,A
29/01/2021,Torino,Fiorentina,1,1,D
30/01/2021,Bologna,Milan,1,2,A
30/01/2021,Sampdoria,Juventus,0,2,A
30/01/2021,Inter,Benevento,4,0,H
31/01/2021,Spezia,Udinese,0,1,A
31/01/2021,Atalanta,Lazio,1,3,A
31/01/2021,Cagliari,Sassuolo,1,1,D
31/01/2021,Crotone,Genoa,0,3,A
31/01/2021,Napoli,Parma,2,0,H
31/01/2021,Roma,Verona,3,1,H
05/02/2021,Fiorentina,Inter,0,2,A
06/02/2021,Atalanta,Torino,3,3,D
06/02/2021,Sassuolo,Spezia,1,2,A
06/02/2021,Juventus,Roma,2,0,H
06/02/2021,Genoa,Napoli,2,1,H
07/02/2021,Benevento,Sampdoria,1,1,D
07/02/2021,Milan,Crotone,4,0,H
07/02/2021,Udinese,Verona,2,0,H
07/02/2021,Parma,Bologna,0,3,A
07/02/2021,Lazio,Cagliari,1,0,H
12/02/2021,Bologna,Benevento,1,1,D
13/02/2021,Torino,Genoa,0,0,D
13/02/2021,Napoli,Juventus,1,0,H
13/02/2021,Spezia,Milan,2,0,H
14/02/2021,Roma,Udinese,3,0,H
14/02/2021,Cagliari,Atalanta,0,1,A
14/02/2021,Sampdoria,Fiorentina,2,1,H
14/02/2021,Crotone,Sassuolo,1,2,A
14/02/2021,Inter,Lazio,3,1,H
15/02/2021,Verona,Parma,2,1,H
19/02/2021,Fiorentina,Spezia,3,0,H
19/02/2021,Cagliari,Torino,0,1,A
20/02/2021,Lazio,Sampdoria,1,0,H
20/02/2021,Genoa,Verona,2,2,D
20/02/2021,Sassuolo,Bologna,1,1,D
21/02/2021,Parma,Udinese,2,2,D
21/02/2021,Milan,Inter,0,3,A
21/02/2021,Atalanta,Napoli,4,2,H
21/02/2021,Benevento,Roma,0,0,D
22/02/2021,Juventus,Crotone,3,0,H
27/02/2021,Spezia,Parma,2,2,D
27/02/2021,Bologna,Lazio,2,0,H
27/02/2021,Verona,Juventus,1,1,D
28/02/2021,Sampdoria,Atalanta,0,2,A
28/02/2021,Crotone,Cagliari,0,2,A
28/02/2021,Inter,Genoa,3,0,H
28/02/2021,Udinese,Fiorentina,1,0,H
28/02/2021,Napoli,Benevento,2,0,H
28/02/2021,Roma,Milan,1,2,A
02/03/2021,Juventus,Spezia,3,0,H
03/03/2021,Sassuolo,Napoli,3,3,D
03/03/2021,Atalanta,Crotone,5,1,H
03/03/2021,Benevento,Verona,0,3,A
03/03/2021,Cagliari,Bologna,1,0,H
03/03/2021,Fiorentina,Roma,1,2,A
03/03/2021,Genoa,Sampdoria,1,1,D
03/03/2021,Milan,Udinese,1,1,D
04/03/2021,Parma,Inter,1,2,A
06/03/2021,Spezia,Benevento,1,1,D
06/03/2021,Udinese,Sassuolo,2,0,H
06/03/2021,Juventus,Lazio,3,1,H
07/03/2021,Roma,Genoa,1,0,H
07/03/2021,Crotone,Torino,4,2,H
07/03/2021,Fiorentina,Parma,3,3,D
07/03/2021,Verona,Milan,0,2,A
07/03/2021,Sampdoria,Cagliari,2,2,D
07/03/2021,Napoli,Bologna,3,1,H
08/03/2021,Inter,Atalanta,1,0,H
12/03/2021,Lazio,Crotone,3,2,H
12/03/2021,Atalanta,Spezia,3,1,H
13/03/2021,Sassuolo,Verona,3,2,H
13/03/2021,Benevento,Fiorentina,1,4,A
13/03/2021,Genoa,Udinese,1,1,D
14/03/2021,Bologna,Sampdoria,3,1,H
14/03/2021,Parma,Roma,2,0,H
14/03/2021,Torino,Inter,1,2,A
14/03/2021,Cagliari,Juventus,1,3,A
14/03/2021,Milan,Napoli,0,1,A
17/03/2021,Torino,Sassuolo,3,2,H
19/03/2021,Parma,Genoa,1,2,A
20/03/2021,Crotone,Bologna,2,3,A
20/03/2021,Spezia,Cagliari,2,1,H
21/03/2021,Verona,Atalanta,0,2,A
21/03/2021,Juventus,Benevento,0,1,A
21/03/2021,Sampdoria,Torino,1,0,H
21/03/2021,Udinese,Lazio,0,1,A
21/03/2021,Fiorentina,Milan,2,3,A
21/03/2021,Roma,Napoli,0,2,A
03/04/2021,Milan,Sampdoria,1,1,D
03/04/2021,Atalanta,Udinese,3,2,H
03/04/2021,Benevento,Parma,2,2,D
03/04/2021,Cagliari,Verona,0,2,A
03/04/2021,Genoa,Fiorentina,1,1,D
03/04/2021,Lazio,Spezia,2,1,H
03/04/2021,Napoli,Crotone,4,3,H
03/04/2021,Sassuolo,Roma,2,2,D
03/04/2021,Torino,Juventus,2,2,D
03/04/2021,Bologna,Inter,0,1,A
07/04/2021,Inter,Sassuolo,2,1,H
07/04/2021,Juventus,Napoli,2,1,H
10/04/2021,Spezia,Crotone,3,2,H
10/04/2021,Parma,Milan,1,3,A
10/04/2021,Udinese,Torino,0,1,A
11/04/2021,Inter,Cagliari,1,0,H
11/04/2021,Juventus,Genoa,3,1,H
11/04/2021,Sampdoria,Napoli,0,2,A
11/04/2021,Verona,Lazio,0,1,A
11/04/2021,Roma,Bologna,1,0,H
11/04/2021,Fiorentina,Atalanta,2,3,A
12/04/2021,Benevento,Sassuolo,0,1,A
17/04/2021,Crotone,Udinese,1,2,A
17/04/2021,Sampdoria,Verona,3,1,H
17/04/2021,Sassuolo,Fiorentina,3,1,H
17/04/2021,Cagliari,Parma,4,3,H
18/04/2021,Milan,Genoa,2,1,H
18/04/2021,Atalanta,Juventus,1,0,H
