data,casa,trasferta,risultato_reale,predizione,prob_h,prob_d,prob_a,confidenza,corretto
2025-03-08,Inter,Monza,H,H,0.513,0.335,0.152,0.513,True
2025-03-08,Lecce,Milan,A,A,0.266,0.348,0.387,0.387,True
2025-03-08,Como,Venezia,D,H,0.52,0.335,0.145,0.52,False
2025-03-08,Parma,Torino,D,H,0.371,0.364,0.265,0.371,False
2025-03-09,Juventus,Atalanta,A,H,0.451,0.344,0.205,0.451,False
2025-03-09,Empoli,Roma,A,D,0.332,0.339,0.329,0.339,False
2025-03-09,Napoli,Fiorentina,H,H,0.54,0.318,0.142,0.54,True
2025-03-09,Verona,Bologna,A,H,0.379,0.37,0.25,0.379,False
2025-03-10,Lazio,Udinese,D,H,0.589,0.263,0.148,0.589,False
2025-03-14,Genoa,Lecce,H,H,0.404,0.375,0.221,0.404,True
2025-03-15,Udinese,Verona,A,D,0.372,0.459,0.169,0.459,False
2025-03-15,Monza,Parma,D,H,0.443,0.356,0.202,0.443,False
2025-03-15,Milan,Como,H,H,0.481,0.337,0.182,0.481,True
2025-03-15,Torino,Empoli,H,H,0.428,0.385,0.187,0.428,True
2025-03-16,Atalanta,Inter,A,H,0.365,0.274,0.361,0.365,False
2025-03-16,Roma,Cagliari,H,H,0.588,0.269,0.143,0.588,True
2025-03-16,Fiorentina,Juventus,H,D,0.378,0.395,0.227,0.395,False
2025-03-16,Bologna,Lazio,H,H,0.412,0.37,0.219,0.412,True
2025-03-16,Venezia,Napoli,D,A,0.21,0.342,0.448,0.448,False
2025-03-29,Lecce,Roma,A,A,0.286,0.354,0.36,0.36,True
2025-03-29,Juventus,Genoa,H,H,0.52,0.342,0.138,0.52,True
2025-03-29,Como,Empoli,D,H,0.499,0.353,0.149,0.499,False
2025-03-29,Venezia,Bologna,A,D,0.259,0.403,0.338,0.403,False
2025-03-30,Napoli,Milan,H,H,0.433,0.317,0.25,0.433,True
2025-03-30,Inter,Udinese,H,H,0.564,0.289,0.147,0.564,True
2025-03-30,Fiorentina,Atalanta,H,D,0.338,0.366,0.296,0.366,False
2025-03-30,Cagliari,Monza,H,D,0.313,0.433,0.254,0.433,False
2025-03-31,Lazio,Torino,D,H,0.586,0.268,0.146,0.586,False
2025-03-31,Verona,Parma,D,H,0.449,0.363,0.189,0.449,False
2025-04-04,Genoa,Udinese,H,H,0.395,0.35,0.255,0.395,True
2025-04-05,Milan,Fiorentina,D,H,0.555,0.304,0.141,0.555,False
2025-04-05,Parma,Inter,D,A,0.234,0.267,0.5,0.5,False
2025-04-05,Monza,Como,A,D,0.356,0.369,0.274,0.369,False
2025-04-06,Roma,Juventus,D,H,0.542,0.309,0.15,0.542,False
2025-04-06,Atalanta,Lazio,A,H,0.479,0.325,0.196,0.479,False
2025-04-06,Torino,Verona,D,H,0.452,0.4,0.148,0.452,False
2025-04-06,Empoli,Cagliari,D,H,0.436,0.362,0.202,0.436,False
2025-04-06,Lecce,Venezia,D,H,0.399,0.391,0.21,0.399,False
2025-04-07,Bologna,Napoli,D,H,0.354,0.351,0.296,0.354,False
2025-04-11,Udinese,Milan,A,D,0.256,0.373,0.37,0.373,False
2025-04-12,Juventus,Lecce,H,H,0.519,0.336,0.145,0.519,True
2025-04-12,Inter,Cagliari,H,H,0.57,0.287,0.143,0.57,True
2025-04-12,Venezia,Monza,H,D,0.277,0.413,0.31,0.413,False
2025-04-13,Lazio,Roma,D,H,0.516,0.277,0.206,0.516,False
2025-04-13,Como,Torino,H,H,0.472,0.363,0.165,0.472,True
2025-04-13,Verona,Genoa,D,H,0.451,0.401,0.148,0.451,False
2025-04-13,Atalanta,Bologna,H,H,0.476,0.345,0.179,0.476,True
2025-04-13,Fiorentina,Parma,D,H,0.439,0.392,0.169,0.439,False
2025-04-14,Napoli,Empoli,H,H,0.541,0.312,0.147,0.541,True
2025-04-19,Lecce,Como,A,D,0.308,0.397,0.295,0.397,False
2025-04-19,Monza,Napoli,A,A,0.295,0.322,0.384,0.384,True
2025-04-19,Roma,Verona,H,H,0.587,0.274,0.139,0.587,True
2025-04-20,Empoli,Venezia,D,H,0.449,0.363,0.187,0.449,False
2025-04-20,Bologna,Inter,H,A,0.308,0.311,0.381,0.381,False
2025-04-20,Milan,Atalanta,A,H,0.466,0.312,0.222,0.466,False
2025-04-23,Torino,Udinese,H,H,0.413,0.366,0.221,0.413,True
2025-04-23,Cagliari,Fiorentina,A,D,0.393,0.441,0.166,0.441,False
2025-04-23,Genoa,Lazio,A,H,0.363,0.35,0.287,0.363,False
2025-04-23,Parma,Juventus,H,D,0.324,0.372,0.305,0.372,False
2025-04-27,Atalanta,Lecce,D,H,0.514,0.336,0.15,0.514,False
2025-04-27,Juventus,Monza,H,H,0.48,0.37,0.15,0.48,True
2025-04-27,Napoli,Torino,H,H,0.536,0.316,0.148,0.536,True
2025-04-27,Venezia,Milan,A,A,0.209,0.352,0.439,0.439,True
2025-04-27,Fiorentina,Empoli,H,H,0.432,0.392,0.176,0.432,True
2025-04-27,Inter,Roma,A,H,0.496,0.305,0.199,0.496,False
2025-04-27,Como,Genoa,H,H,0.481,0.375,0.144,0.481,True
2025-04-28,Udinese,Bologna,D,D,0.304,0.422,0.275,0.422,True
2025-04-28,Lazio,Parma,D,H,0.597,0.259,0.144,0.597,False
2025-04-28,Verona,Cagliari,A,H,0.447,0.36,0.193,0.447,False
2025-05-02,Torino,Venezia,D,H,0.432,0.389,0.179,0.432,False
2025-05-03,Inter,Verona,H,H,0.57,0.291,0.139,0.57,True
2025-05-03,Lecce,Napoli,A,A,0.267,0.338,0.395,0.395,True
2025-05-03,Cagliari,Udinese,A,D,0.356,0.397,0.246,0.397,False
2025-05-03,Parma,Como,A,D,0.319,0.378,0.303,0.378,False
2025-05-04,Bologna,Juventus,D,H,0.403,0.389,0.208,0.403,False
2025-05-04,Roma,Fiorentina,H,H,0.581,0.28,0.139,0.581,True
2025-05-04,Empoli,Lazio,A,H,0.369,0.35,0.28,0.369,False
2025-05-04,Monza,Atalanta,A,A,0.303,0.337,0.36,0.36,True
2025-05-05,Genoa,Milan,A,A,0.305,0.332,0.364,0.364,True
2025-05-09,Milan,Bologna,H,H,0.518,0.329,0.153,0.518,True
2025-05-10,Empoli,Parma,H,H,0.451,0.361,0.188,0.451,True
2025-05-10,Como,Cagliari,H,H,0.494,0.357,0.149,0.494,True
2025-05-10,Lazio,Juventus,D,H,0.545,0.3,0.155,0.545,False
2025-05-11,Verona,Lecce,D,H,0.425,0.369,0.206,0.425,False
2025-05-11,Udinese,Monza,A,D,0.279,0.443,0.278,0.443,False
2025-05-11,Torino,Inter,A,A,0.281,0.297,0.422,0.422,True
2025-05-11,Napoli,Genoa,D,H,0.528,0.332,0.14,0.528,False
2025-05-12,Atalanta,Roma,H,H,0.438,0.321,0.24,0.438,True
2025-05-12,Venezia,Fiorentina,H,D,0.325,0.437,0.238,0.437,False
2025-05-17,Genoa,Atalanta,A,A,0.314,0.337,0.349,0.349,True
2025-05-18,Fiorentina,Bologna,H,D,0.385,0.396,0.22,0.396,False
2025-05-18,Verona,Como,D,D,0.351,0.379,0.27,0.379,True
2025-05-18,Roma,Milan,H,H,0.488,0.291,0.221,0.488,True
2025-05-18,Parma,Napoli,D,A,0.276,0.318,0.406,0.406,False
2025-05-18,Monza,Empoli,A,H,0.429,0.358,0.213,0.429,False
2025-05-18,Cagliari,Venezia,H,D,0.38,0.425,0.195,0.425,False
2025-05-18,Inter,Lazio,D,H,0.538,0.304,0.158,0.538,False
2025-05-18,Lecce,Torino,H,D,0.358,0.384,0.258,0.384,False
2025-05-18,Juventus,Udinese,H,H,0.528,0.325,0.147,0.528,True
2025-05-23,Napoli,Cagliari,H,H,0.545,0.309,0.146,0.545,True
2025-05-23,Como,Inter,A,A,0.321,0.323,0.357,0.357,True
2025-05-24,Bologna,Genoa,A,H,0.455,0.401,0.144,0.455,False
2025-05-24,Milan,Monza,H,H,0.498,0.34,0.162,0.498,True
2025-05-25,Torino,Roma,A,D,0.345,0.356,0.3,0.356,False
2025-05-25,Atalanta,Parma,A,H,0.531,0.321,0.148,0.531,False
2025-05-25,Empoli,Verona,A,H,0.46,0.388,0.152,0.46,False
2025-05-25,Venezia,Juventus,A,D,0.252,0.401,0.347,0.401,False
2025-05-25,Lazio,Lecce,A,H,0.58,0.274,0.146,0.58,False
2025-05-25,Udinese,Fiorentina,A,D,0.365,0.455,0.181,0.455,False
2025-08-23,Roma,Bologna,H,H,0.546,0.305,0.149,0.546,True
2025-08-23,Milan,Cremonese,A,H,0.517,0.33,0.153,0.517,False
2025-08-23,Genoa,Lecce,D,H,0.404,0.375,0.221,0.404,False
2025-08-23,Sassuolo,Napoli,A,A,0.303,0.33,0.367,0.367,True
2025-08-24,Cagliari,Fiorentina,D,D,0.393,0.441,0.166,0.441,True
2025-08-24,Como,Lazio,H,H,0.432,0.363,0.206,0.432,True
2025-08-24,Atalanta,Pisa,D,H,0.465,0.394,0.141,0.465,False
2025-08-24,Juventus,Parma,H,H,0.535,0.322,0.143,0.535,True
2025-08-25,Udinese,Verona,D,D,0.372,0.459,0.169,0.459,True
2025-08-25,Inter,Torino,H,H,0.561,0.294,0.145,0.561,True
2025-08-29,Lecce,Milan,A,A,0.266,0.348,0.387,0.387,True
2025-08-29,Cremonese,Sassuolo,H,H,0.442,0.361,0.197,0.442,True
2025-08-30,Bologna,Como,H,D,0.371,0.401,0.228,0.401,False
2025-08-30,Parma,Atalanta,D,A,0.284,0.334,0.382,0.382,False
2025-08-30,Napoli,Cagliari,H,H,0.545,0.309,0.146,0.545,True
2025-08-30,Pisa,Roma,A,A,0.22,0.371,0.41,0.41,True
2025-08-31,Lazio,Verona,H,H,0.594,0.267,0.139,0.594,True
2025-08-31,Genoa,Juventus,A,D,0.354,0.372,0.274,0.372,False
2025-08-31,Torino,Fiorentina,D,H,0.448,0.403,0.149,0.448,False
2025-08-31,Inter,Udinese,A,H,0.564,0.289,0.147,0.564,False
2025-09-13,Fiorentina,Napoli,A,D,0.33,0.352,0.318,0.352,False
2025-09-13,Cagliari,Parma,H,D,0.384,0.419,0.197,0.419,False
2025-09-13,Juventus,Inter,H,H,0.392,0.305,0.303,0.392,True
2025-09-14,Roma,Torino,A,H,0.579,0.276,0.145,0.579,False
2025-09-14,Atalanta,Lecce,H,H,0.514,0.336,0.15,0.514,True
2025-09-14,Pisa,Udinese,A,D,0.279,0.394,0.327,0.394,False
2025-09-14,Sassuolo,Lazio,H,D,0.358,0.36,0.282,0.36,False
2025-09-14,Milan,Bologna,H,H,0.518,0.329,0.153,0.518,True
2025-09-15,Como,Genoa,D,H,0.481,0.375,0.144,0.481,False
2025-09-15,Verona,Cremonese,D,H,0.385,0.379,0.236,0.385,False
2025-09-19,Lecce,Cagliari,A,D,0.383,0.387,0.23,0.387,False
2025-09-20,Bologna,Genoa,H,H,0.455,0.401,0.144,0.455,True
2025-09-20,Verona,Juventus,D,H,0.372,0.37,0.258,0.372,False
2025-09-20,Udinese,Milan,A,D,0.256,0.373,0.37,0.373,False
2025-09-21,Inter,Sassuolo,H,H,0.588,0.271,0.142,0.588,True
2025-09-21,Lazio,Roma,A,H,0.516,0.277,0.206,0.516,False
2025-09-21,Cremonese,Parma,D,H,0.446,0.365,0.189,0.446,False
2025-09-21,Torino,Atalanta,A,D,0.333,0.356,0.311,0.356,False
2025-09-21,Fiorentina,Como,A,D,0.345,0.408,0.247,0.408,False
2025-09-22,Napoli,Pisa,H,H,0.479,0.381,0.14,0.479,True
2025-09-27,Juventus,Atalanta,D,H,0.451,0.344,0.205,0.451,False
2025-09-27,Cagliari,Inter,A,A,0.238,0.317,0.445,0.445,True
2025-09-27,Como,Cremonese,D,H,0.471,0.37,0.159,0.471,False
2025-09-28,Milan,Napoli,H,H,0.458,0.3,0.242,0.458,True
2025-09-28,Lecce,Bologna,D,D,0.32,0.392,0.288,0.392,True
2025-09-28,Sassuolo,Udinese,H,H,0.389,0.361,0.25,0.389,True
2025-09-28,Pisa,Fiorentina,D,D,0.316,0.447,0.237,0.447,True
2025-09-28,Roma,Verona,H,H,0.587,0.274,0.139,0.587,True
2025-09-29,Parma,Torino,H,H,0.371,0.364,0.265,0.371,True
2025-09-29,Genoa,Lazio,A,H,0.363,0.35,0.287,0.363,False
2025-10-03,Verona,Sassuolo,A,H,0.463,0.352,0.185,0.463,False
2025-10-04,Atalanta,Como,D,H,0.439,0.355,0.207,0.439,False
2025-10-04,Inter,Cremonese,H,H,0.528,0.323,0.149,0.528,True
2025-10-04,Parma,Lecce,A,H,0.393,0.37,0.237,0.393,False
2025-10-04,Lazio,Torino,D,H,0.586,0.268,0.146,0.586,False
2025-10-05,Juventus,Milan,D,H,0.44,0.343,0.217,0.44,False
2025-10-05,Napoli,Genoa,H,H,0.528,0.332,0.14,0.528,True
2025-10-05,Udinese,Cagliari,D,D,0.349,0.427,0.223,0.427,True
2025-10-05,Bologna,Pisa,H,D,0.408,0.449,0.143,0.449,False
2025-10-05,Fiorentina,Roma,A,D,0.35,0.366,0.285,0.366,False
2025-10-18,Lecce,Sassuolo,D,H,0.398,0.381,0.221,0.398,False
2025-10-18,Torino,Napoli,H,D,0.324,0.342,0.334,0.342,False
2025-10-18,Roma,Inter,A,H,0.439,0.248,0.313,0.439,False
2025-10-18,Pisa,Verona,D,D,0.332,0.449,0.219,0.449,True
2025-10-19,Milan,Fiorentina,H,H,0.555,0.304,0.141,0.555,True
2025-10-19,Atalanta,Lazio,D,H,0.479,0.325,0.196,0.479,False
2025-10-19,Genoa,Parma,D,H,0.428,0.369,0.203,0.428,False
2025-10-19,Cagliari,Bologna,A,D,0.327,0.416,0.257,0.416,False
2025-10-19,Como,Juventus,H,H,0.421,0.382,0.197,0.421,True
2025-10-20,Cremonese,Udinese,D,H,0.393,0.357,0.25,0.393,False
2025-10-24,Milan,Pisa,D,H,0.494,0.366,0.139,0.494,False
2025-10-25,Parma,Como,D,D,0.319,0.378,0.303,0.378,True
2025-10-25,Udinese,Lecce,H,D,0.327,0.436,0.237,0.436,False
2025-10-25,Cremonese,Atalanta,D,D,0.308,0.351,0.341,0.351,True
2025-10-25,Napoli,Inter,H,H,0.385,0.272,0.343,0.385,True
2025-10-26,Lazio,Juventus,H,H,0.545,0.3,0.155,0.545,True
2025-10-26,Fiorentina,Bologna,D,D,0.385,0.396,0.22,0.396,True
2025-10-26,Torino,Genoa,H,H,0.436,0.417,0.147,0.436,True
2025-10-26,Sassuolo,Roma,A,D,0.322,0.346,0.332,0.346,False
2025-10-26,Verona,Cagliari,D,H,0.447,0.36,0.193,0.447,False
2025-10-28,Lecce,Napoli,A,A,0.267,0.338,0.395,0.395,True
2025-10-28,Atalanta,Milan,D,H,0.414,0.321,0.266,0.414,False
2025-10-29,Bologna,Torino,D,H,0.451,0.377,0.172,0.451,False
2025-10-29,Inter,Fiorentina,H,H,0.564,0.296,0.14,0.564,True
2025-10-29,Genoa,Cremonese,A,D,0.365,0.384,0.251,0.384,False
2025-10-29,Juventus,Udinese,H,H,0.528,0.325,0.147,0.528,True
2025-10-29,Roma,Parma,H,H,0.59,0.267,0.143,0.59,True
2025-10-29,Como,Verona,H,H,0.497,0.359,0.144,0.497,True
2025-10-30,Cagliari,Sassuolo,A,D,0.4,0.409,0.192,0.409,False
2025-10-30,Pisa,Lazio,D,D,0.251,0.389,0.36,0.389,True
2025-11-01,Udinese,Atalanta,H,D,0.264,0.38,0.356,0.38,False
2025-11-01,Napoli,Como,D,H,0.46,0.347,0.193,0.46,False
2025-11-01,Cremonese,Juventus,A,D,0.35,0.381,0.269,0.381,False
2025-11-02,Parma,Bologna,A,D,0.331,0.373,0.296,0.373,False
2025-11-02,Fiorentina,Lecce,A,H,0.416,0.398,0.186,0.416,False
2025-11-02,Milan,Roma,H,H,0.481,0.308,0.211,0.481,True
2025-11-02,Verona,Inter,A,A,0.277,0.276,0.447,0.447,True
2025-11-02,Torino,Pisa,D,D,0.387,0.468,0.145,0.468,True
2025-11-03,Sassuolo,Genoa,A,D,0.421,0.429,0.15,0.429,False
2025-11-03,Lazio,Cagliari,H,H,0.595,0.261,0.144,0.595,True
2025-11-07,Pisa,Cremonese,H,D,0.287,0.418,0.295,0.418,False
2025-11-08,Como,Cagliari,D,H,0.494,0.357,0.149,0.494,False
2025-11-08,Lecce,Verona,D,D,0.407,0.417,0.176,0.417,True
2025-11-08,Juventus,Torino,D,H,0.526,0.329,0.145,0.526,False
2025-11-08,Parma,Milan,D,A,0.275,0.328,0.397,0.397,False
2025-11-09,Inter,Lazio,H,H,0.538,0.304,0.158,0.538,True
2025-11-09,Roma,Udinese,H,H,0.582,0.271,0.147,0.582,True
2025-11-09,Genoa,Fiorentina,D,H,0.435,0.394,0.171,0.435,False
2025-11-09,Atalanta,Sassuolo,A,H,0.548,0.306,0.146,0.548,False
2025-11-09,Bologna,Napoli,H,H,0.354,0.351,0.296,0.354,True
2025-11-22,Cagliari,Genoa,D,D,0.394,0.457,0.149,0.457,True
2025-11-22,Udinese,Bologna,A,D,0.304,0.422,0.275,0.422,False
2025-11-22,Fiorentina,Juventus,D,D,0.378,0.395,0.227,0.395,True
2025-11-22,Napoli,Atalanta,H,H,0.444,0.319,0.236,0.444,True
2025-11-23,Inter,Milan,A,H,0.47,0.307,0.223,0.47,False
2025-11-23,Lazio,Lecce,H,H,0.58,0.274,0.146,0.58,True
2025-11-23,Verona,Parma,A,H,0.449,0.363,0.189,0.449,False
2025-11-23,Cremonese,Roma,A,D,0.321,0.35,0.329,0.35,False
2025-11-24,Torino,Como,A,D,0.34,0.4,0.26,0.4,False
2025-11-24,Sassuolo,Pisa,D,D,0.37,0.483,0.147,0.483,True
2025-11-28,Como,Sassuolo,H,H,0.507,0.345,0.148,0.507,True
2025-11-29,Milan,Lazio,H,H,0.522,0.309,0.169,0.522,True
2025-11-29,Genoa,Verona,H,H,0.452,0.393,0.154,0.452,True
2025-11-29,Parma,Udinese,A,H,0.364,0.35,0.286,0.364,False
2025-11-29,Juventus,Cagliari,H,H,0.535,0.322,0.143,0.535,True
2025-11-30,Roma,Napoli,A,H,0.492,0.281,0.227,0.492,False
2025-11-30,Atalanta,Fiorentina,H,H,0.526,0.331,0.143,0.526,True
2025-11-30,Lecce,Torino,H,D,0.358,0.384,0.258,0.384,False
2025-11-30,Pisa,Inter,A,A,0.167,0.298,0.535,0.535,True
2025-12-01,Bologna,Cremonese,A,H,0.404,0.398,0.197,0.404,False
2025-12-06,Verona,Atalanta,H,D,0.331,0.337,0.332,0.337,False
2025-12-06,Sassuolo,Fiorentina,H,H,0.426,0.406,0.167,0.426,True
2025-12-06,Inter,Como,H,H,0.496,0.332,0.172,0.496,True
2025-12-07,Lazio,Bologna,D,H,0.552,0.298,0.15,0.552,False
2025-12-07,Napoli,Juventus,H,H,0.488,0.339,0.173,0.488,True
2025-12-07,Cremonese,Lecce,H,H,0.422,0.372,0.206,0.422,True
2025-12-07,Cagliari,Roma,H,D,0.295,0.38,0.325,0.38,False
2025-12-08,Udinese,Genoa,A,D,0.36,0.478,0.162,0.478,False
2025-12-08,Torino,Milan,A,D,0.323,0.351,0.326,0.351,False
2025-12-08,Pisa,Parma,A,D,0.327,0.416,0.258,0.416,False
2025-12-12,Lecce,Pisa,H,D,0.363,0.489,0.148,0.489,False
2025-12-13,Atalanta,Cagliari,H,H,0.53,0.322,0.148,0.53,True
2025-12-13,Parma,Lazio,A,D,0.332,0.349,0.319,0.349,False
2025-12-13,Torino,Cremonese,H,D,0.373,0.4,0.227,0.4,False
2025-12-14,Milan,Sassuolo,D,H,0.578,0.279,0.143,0.578,False
2025-12-14,Genoa,Inter,A,A,0.263,0.273,0.464,0.464,True
2025-12-14,Fiorentina,Verona,A,H,0.451,0.402,0.146,0.451,False
2025-12-14,Udinese,Napoli,H,A,0.257,0.364,0.379,0.379,False
2025-12-14,Bologna,Juventus,A,H,0.403,0.389,0.208,0.403,False
2025-12-15,Roma,Como,H,H,0.515,0.315,0.17,0.515,True
2025-12-20,Lazio,Cremonese,D,H,0.553,0.297,0.15,0.553,False
2025-12-20,Juventus,Roma,H,H,0.465,0.341,0.194,0.465,True
2025-12-21,Sassuolo,Torino,A,H,0.395,0.374,0.23,0.395,False
2025-12-21,Fiorentina,Udinese,H,H,0.417,0.374,0.208,0.417,True
2025-12-21,Cagliari,Pisa,D,D,0.345,0.508,0.146,0.508,True
2025-12-21,Genoa,Atalanta,A,A,0.314,0.337,0.349,0.349,True
2025-12-27,Parma,Fiorentina,H,H,0.404,0.397,0.199,0.404,True
2025-12-27,Pisa,Juventus,A,D,0.245,0.41,0.345,0.41,False
2025-12-27,Udinese,Lazio,D,D,0.304,0.4,0.297,0.4,True
2025-12-27,Lecce,Como,A,D,0.308,0.397,0.295,0.397,False
2025-12-27,Torino,Cagliari,A,H,0.435,0.381,0.183,0.435,False
2025-12-28,Atalanta,Inter,A,H,0.365,0.274,0.361,0.365,False
2025-12-28,Bologna,Sassuolo,D,H,0.486,0.365,0.149,0.486,False
2025-12-28,Milan,Verona,H,H,0.561,0.3,0.14,0.561,True
2025-12-28,Cremonese,Napoli,A,A,0.299,0.337,0.364,0.364,True
2025-12-29,Roma,Genoa,H,H,0.568,0.294,0.138,0.568,True
2026-01-02,Cagliari,Milan,A,D,0.276,0.373,0.351,0.373,False
2026-01-03,Como,Udinese,H,H,0.466,0.355,0.18,0.466,True
2026-01-03,Atalanta,Roma,H,H,0.438,0.321,0.24,0.438,True
2026-01-03,Genoa,Pisa,D,D,0.385,0.468,0.147,0.468,True
2026-01-03,Juventus,Lecce,D,H,0.519,0.336,0.145,0.519,False
2026-01-03,Sassuolo,Parma,D,H,0.411,0.384,0.205,0.411,False
2026-01-04,Verona,Torino,A,H,0.421,0.359,0.22,0.421,False
2026-01-04,Lazio,Napoli,A,H,0.493,0.269,0.238,0.493,False
2026-01-04,Fiorentina,Cremonese,H,D,0.378,0.407,0.215,0.407,False
2026-01-04,Inter,Bologna,H,H,0.529,0.322,0.149,0.529,True
